Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:31:19,AAL,B,10.05,100,SMAT,,TRP202239,Margin,
12:33:10,AAL,SS,10.07,100,SMAT,,TRP202239,Short,
12:34:43,AAL,B,10.07,100,SMAT,,TRP202239,Margin,
12:35:07,AAL,SS,10.03,100,SMAT,,TRP202239,Short,
12:35:54,AAL,SS,10,100,SMAT,,TRP202239,Short,
12:36:07,AAL,B,10.06,100,SMAT,,TRP202239,Margin,
12:36:47,AAL,SS,10.01,100,SMAT,,TRP202239,Short,
12:38:41,AAL,B,9.96,50,SMAT,,TRP202239,Margin,
12:38:56,AAL,B,9.95,50,SMAT,,TRP202239,Margin,
12:41:19,AAL,B,9.85,100,SMAT,,TRP202239,Margin,
12:43:27,AAL,SS,9.82,100,SMAT,,TRP202239,Short,
12:43:51,AAL,SS,9.8,100,SMAT,,TRP202239,Short,
12:46:00,AAL,B,9.85,100,SMAT,,TRP202239,Margin,
12:46:30,AAL,B,9.85,100,SMAT,,TRP202239,Margin,
12:47:25,AAL,SS,9.82,100,SMAT,,TRP202239,Short,
12:48:16,AAL,B,9.86,100,SMAT,,TRP202239,Margin,
12:50:57,AAL,SS,9.85,100,SMAT,,TRP202239,Short,
12:52:50,AAL,B,9.9,100,SMAT,,TRP202239,Margin,
12:56:58,AAL,SS,9.87,100,SMAT,,TRP202239,Short,
