Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:33:16,MRNA,SS,83.75,50,SMAT,,TRP202239,Short,
12:33:28,MRNA,B,83.4,50,SMAT,,TRP202239,Margin,
12:35:17,MRNA,B,82.7,50,SMAT,,TRP202239,Margin,
12:35:36,MRNA,SS,81.7,50,SMAT,,TRP202239,Short,
12:35:48,MRNA,SS,80.99,50,SMAT,,TRP202239,Short,
12:37:01,MRNA,B,81.66,50,SMAT,,TRP202239,Margin,
12:39:10,MRNA,SS,81.05,50,SMAT,,TRP202239,Short,
12:39:45,MRNA,B,82,50,SMAT,,TRP202239,Margin,
12:41:15,MRNA,SS,80.27,50,SMAT,,TRP202239,Short,
12:42:13,MRNA,B,79,50,SMAT,,TRP202239,Margin,
12:42:46,MRNA,B,80.24,50,SMAT,,TRP202239,Margin,
12:43:29,MRNA,SS,80.5,50,SMAT,,TRP202239,Short,
12:44:16,MRNA,B,80.41,50,SMAT,,TRP202239,Margin,
12:45:18,MRNA,SS,80.96,25,SMAT,,TRP202239,Short,
12:46:20,MRNA,SS,80.21,25,SMAT,,TRP202239,Short,
12:48:00,MRNA,SS,78.75,50,SMAT,,TRP202239,Short,
12:48:09,MRNA,B,77.1,25,SMAT,,TRP202239,Margin,
12:48:14,MRNA,B,78.09,25,SMAT,,TRP202239,Margin,
12:49:04,MRNA,B,77.26,50,SMAT,,TRP202239,Margin,
12:49:10,MRNA,SS,77.94,50,SMAT,,TRP202239,Short,
12:50:34,MRNA,SS,76.5,50,SMAT,,TRP202239,Short,
12:51:11,MRNA,B,76.16,25,SMAT,,TRP202239,Margin,
12:51:33,MRNA,B,76.18,25,SMAT,,TRP202239,Margin,
