Event,B/S,Symb,Shares,Price,Route,Time,Account,Note,
Accept,Sell,INO,45,25.65,SMAT,10:28:36,TRP202239,,
Sending,Sell,INO,45,25.65,SMAT,10:28:36,TRP202239,,
Execute,Sell,INO,5,25.69,SMAT,10:28:27,TRP202239,,
Accept,Sell,INO,5,25.66,SMAT,10:28:27,TRP202239,,
Sending,Sell,INO,5,25.66,SMAT,10:28:27,TRP202239,,
Execute,Buy,INO,50,25.69,SMAT,10:28:16,TRP202239,,
Accept,Buy,INO,50,25.72,SMAT,10:28:16,TRP202239,,
Sending,Buy,INO,50,25.72,SMAT,10:28:16,TRP202239,,
Execute,Sell,INO,37,25.57,SMAT,10:24:34,TRP202239,,
Accept,Sell,INO,37,25.54,SMAT,10:24:34,TRP202239,,
Sending,Sell,INO,37,25.54,SMAT,10:24:34,TRP202239,,
Execute,Sell,INO,4,25.66,SMAT,10:24:16,TRP202239,,
Accept,Sell,INO,4,25.63,SMAT,10:24:16,TRP202239,,
Sending,Sell,INO,4,25.63,SMAT,10:24:16,TRP202239,,
Execute,Sell,INO,4,25.62,SMAT,10:24:14,TRP202239,,
Accept,Sell,INO,4,25.59,SMAT,10:24:14,TRP202239,,
Sending,Sell,INO,4,25.59,SMAT,10:24:14,TRP202239,,
Execute,Sell,INO,5,25.6,SMAT,10:23:59,TRP202239,,
Accept,Sell,INO,5,25.57,SMAT,10:23:59,TRP202239,,
Sending,Sell,INO,5,25.57,SMAT,10:23:59,TRP202239,,
Execute,Buy,INO,50,25.58,SMAT,10:23:38,TRP202239,,
Accept,Buy,INO,50,25.61,SMAT,10:23:38,TRP202239,,
Sending,Buy,INO,50,25.61,SMAT,10:23:38,TRP202239,,
Execute,Buy,INO,50,25.53,SMAT,10:23:00,TRP202239,,
Accept,Buy,INO,50,25.56,SMAT,10:23:00,TRP202239,,
Sending,Buy,INO,50,25.56,SMAT,10:23:00,TRP202239,,
Execute,Shrt,INO,50,25.48,SMAT,10:21:32,TRP202239,,
Accept,Shrt,INO,50,25.45,SMAT,10:21:32,TRP202239,,
Sending,Shrt,INO,50,25.45,SMAT,10:21:32,TRP202239,,
Execute,Sell,INO,50,25.5,SMAT,10:21:26,TRP202239,,
Accept,Sell,INO,50,25.47,SMAT,10:21:26,TRP202239,,
Sending,Sell,INO,50,25.47,SMAT,10:21:26,TRP202239,,
Execute,Buy,INO,50,25.64,SMAT,10:20:21,TRP202239,,
Accept,Buy,INO,50,25.67,SMAT,10:20:21,TRP202239,,
Sending,Buy,INO,50,25.67,SMAT,10:20:21,TRP202239,,
Send_Rej,Buy,BNTX,50,100.31,SMAT,10:18:30,TRP202239,Not enough buying power![1279],
Send_Rej,Buy,BNTX,50,100.33,SMAT,10:18:27,TRP202239,Not enough buying power![1279],
Execute,Sell,BNTX,18,99.71,SMAT,10:17:04,TRP202239,,
Accept,Sell,BNTX,18,99.67,SMAT,10:17:04,TRP202239,,
Sending,Sell,BNTX,18,99.67,SMAT,10:17:04,TRP202239,,
Execute,Sell,BNTX,2,99.72,SMAT,10:16:48,TRP202239,,
Accept,Sell,BNTX,2,99.69,SMAT,10:16:48,TRP202239,,
Sending,Sell,BNTX,2,99.69,SMAT,10:16:48,TRP202239,,
Execute,Sell,BNTX,2,99.73,SMAT,10:16:42,TRP202239,,
Accept,Sell,BNTX,2,99.7,SMAT,10:16:42,TRP202239,,
Sending,Sell,BNTX,2,99.7,SMAT,10:16:42,TRP202239,,
Execute,Sell,BNTX,2,99.73,SMAT,10:16:31,TRP202239,,
Accept,Sell,BNTX,2,99.7,SMAT,10:16:31,TRP202239,,
Sending,Sell,BNTX,2,99.7,SMAT,10:16:31,TRP202239,,
Execute,Sell,BNTX,7,99.82,SMAT,10:16:26,TRP202239,,
Accept,Sell,BNTX,7,99.82,SMAT,10:16:25,TRP202239,,
Sending,Sell,BNTX,7,99.82,SMAT,10:16:25,TRP202239,,
Execute,Sell,BNTX,10,99.8,SMAT,10:16:23,TRP202239,,
Accept,Sell,BNTX,10,99.77,SMAT,10:16:23,TRP202239,,
Sending,Sell,BNTX,10,99.77,SMAT,10:16:23,TRP202239,,
Execute,Sell,BNTX,4,99.65,SMAT,10:16:19,TRP202239,,
Accept,Sell,BNTX,4,99.55,SMAT,10:16:19,TRP202239,,
Sending,Sell,BNTX,4,99.55,SMAT,10:16:19,TRP202239,,
Execute,Sell,BNTX,5,99.56,SMAT,10:16:16,TRP202239,,
Accept,Sell,BNTX,5,99.51,SMAT,10:16:16,TRP202239,,
Sending,Sell,BNTX,5,99.51,SMAT,10:16:16,TRP202239,,
Execute,Buy,BNTX,50,99.45,SMAT,10:15:25,TRP202239,,
Accept,Buy,BNTX,50,99.48,SMAT,10:15:25,TRP202239,,
Sending,Buy,BNTX,50,99.48,SMAT,10:15:25,TRP202239,,
Execute,Sell,BNTX,12,99.01,SMAT,10:14:02,TRP202239,,
Accept,Sell,BNTX,12,98.98,SMAT,10:14:02,TRP202239,,
Sending,Sell,BNTX,12,98.98,SMAT,10:14:02,TRP202239,,
Execute,Sell,BNTX,3,99.31,SMAT,10:13:50,TRP202239,,
Accept,Sell,BNTX,3,99.28,SMAT,10:13:50,TRP202239,,
Sending,Sell,BNTX,3,99.28,SMAT,10:13:50,TRP202239,,
Execute,Sell,BNTX,1,99.22,SMAT,10:13:46,TRP202239,,
Accept,Sell,BNTX,1,99.19,SMAT,10:13:46,TRP202239,,
Sending,Sell,BNTX,1,99.19,SMAT,10:13:46,TRP202239,,
Execute,Sell,BNTX,5,99.28,SMAT,10:13:43,TRP202239,,
Accept,Sell,BNTX,5,99.23,SMAT,10:13:41,TRP202239,,
Sending,Sell,BNTX,5,99.23,SMAT,10:13:41,TRP202239,,
Execute,Sell,BNTX,7,98.9,SMAT,10:13:39,TRP202239,,
Accept,Sell,BNTX,7,98.87,SMAT,10:13:39,TRP202239,,
Sending,Sell,BNTX,7,98.87,SMAT,10:13:39,TRP202239,,
Execute,Sell,BNTX,3,98.76,SMAT,10:13:36,TRP202239,,
Accept,Sell,BNTX,3,98.73,SMAT,10:13:36,TRP202239,,
Sending,Sell,BNTX,3,98.73,SMAT,10:13:36,TRP202239,,
Execute,Sell,BNTX,3,98.8,SMAT,10:13:28,TRP202239,,
Accept,Sell,BNTX,3,98.77,SMAT,10:13:28,TRP202239,,
Sending,Sell,BNTX,3,98.77,SMAT,10:13:28,TRP202239,,
Execute,Sell,BNTX,11,98.73,SMAT,10:13:24,TRP202239,,
Accept,Sell,BNTX,11,98.7,SMAT,10:13:24,TRP202239,,
Sending,Sell,BNTX,11,98.7,SMAT,10:13:24,TRP202239,,
Execute,Sell,BNTX,5,98.71,SMAT,10:13:17,TRP202239,,
Accept,Sell,BNTX,5,98.68,SMAT,10:13:17,TRP202239,,
Sending,Sell,BNTX,5,98.68,SMAT,10:13:17,TRP202239,,
Execute,Buy,BNTX,50,98.72,SMAT,10:13:03,TRP202239,,
Accept,Buy,BNTX,50,98.75,SMAT,10:13:03,TRP202239,,
Sending,Buy,BNTX,50,98.75,SMAT,10:13:03,TRP202239,,
Execute,Buy,BNTX,41,98.64,SMAT,10:12:47,TRP202239,,
Accept,Buy,BNTX,41,98.69,SMAT,10:12:47,TRP202239,,
Sending,Buy,BNTX,41,98.69,SMAT,10:12:47,TRP202239,,
Execute,Buy,BNTX,4,98.5,SMAT,10:12:31,TRP202239,,
Accept,Buy,BNTX,4,98.53,SMAT,10:12:31,TRP202239,,
Sending,Buy,BNTX,4,98.53,SMAT,10:12:31,TRP202239,,
Execute,Buy,BNTX,5,98.56,SMAT,10:12:13,TRP202239,,
Accept,Buy,BNTX,5,98.59,SMAT,10:12:13,TRP202239,,
Sending,Buy,BNTX,5,98.59,SMAT,10:12:13,TRP202239,,
Execute,Shrt,BNTX,50,98.51,SMAT,10:12:05,TRP202239,,
Accept,Shrt,BNTX,50,98.48,SMAT,10:12:05,TRP202239,,
Sending,Shrt,BNTX,50,98.48,SMAT,10:12:05,TRP202239,,
Execute,Sell,BNTX,9,97.72,SMAT,10:11:18,TRP202239,,
Accept,Sell,BNTX,9,97.69,SMAT,10:11:18,TRP202239,,
Sending,Sell,BNTX,9,97.69,SMAT,10:11:18,TRP202239,,
Execute,Sell,BNTX,1,97.88,SMAT,10:11:13,TRP202239,,
Accept,Sell,BNTX,1,97.85,SMAT,10:11:13,TRP202239,,
Sending,Sell,BNTX,1,97.85,SMAT,10:11:13,TRP202239,,
Execute,Sell,BNTX,3,97.82,SMAT,10:11:09,TRP202239,,
Accept,Sell,BNTX,3,97.71,SMAT,10:11:09,TRP202239,,
Sending,Sell,BNTX,3,97.71,SMAT,10:11:09,TRP202239,,
Execute,Sell,BNTX,4,97.74,SMAT,10:11:03,TRP202239,,
Accept,Sell,BNTX,4,97.71,SMAT,10:11:03,TRP202239,,
Sending,Sell,BNTX,4,97.71,SMAT,10:11:03,TRP202239,,
Execute,Sell,BNTX,1,97.73,SMAT,10:11:00,TRP202239,,
Accept,Sell,BNTX,1,97.69,SMAT,10:11:00,TRP202239,,
Sending,Sell,BNTX,1,97.69,SMAT,10:11:00,TRP202239,,
Execute,Sell,BNTX,6,97.77,SMAT,10:10:54,TRP202239,,
Accept,Sell,BNTX,6,97.74,SMAT,10:10:54,TRP202239,,
Sending,Sell,BNTX,6,97.74,SMAT,10:10:54,TRP202239,,
Execute,Sell,BNTX,7,97.76,SMAT,10:10:52,TRP202239,,
Accept,Sell,BNTX,7,97.73,SMAT,10:10:52,TRP202239,,
Sending,Sell,BNTX,7,97.73,SMAT,10:10:52,TRP202239,,
Execute,Sell,BNTX,3,97.63,SMAT,10:10:50,TRP202239,,
Accept,Sell,BNTX,3,97.6,SMAT,10:10:50,TRP202239,,
Sending,Sell,BNTX,3,97.6,SMAT,10:10:50,TRP202239,,
Execute,Sell,BNTX,11,97.62,SMAT,10:10:48,TRP202239,,
Accept,Sell,BNTX,11,97.59,SMAT,10:10:48,TRP202239,,
Sending,Sell,BNTX,11,97.59,SMAT,10:10:48,TRP202239,,
Execute,Sell,BNTX,5,97.54,SMAT,10:10:46,TRP202239,,
Accept,Sell,BNTX,5,97.51,SMAT,10:10:46,TRP202239,,
Sending,Sell,BNTX,5,97.51,SMAT,10:10:46,TRP202239,,
Execute,Buy,BNTX,50,97.47,SMAT,10:10:22,TRP202239,,
Accept,Buy,BNTX,50,97.5,SMAT,10:10:22,TRP202239,,
Sending,Buy,BNTX,50,97.5,SMAT,10:10:22,TRP202239,,
Execute,Sell,AUPH,50,16.01,SMAT,10:09:44,TRP202239,,
Accept,Sell,AUPH,50,15.98,SMAT,10:09:44,TRP202239,,
Sending,Sell,AUPH,50,15.98,SMAT,10:09:44,TRP202239,,
Execute,Buy,AUPH,50,16.04,SMAT,10:09:22,TRP202239,,
Accept,Buy,AUPH,50,16.07,SMAT,10:09:22,TRP202239,,
Sending,Buy,AUPH,50,16.07,SMAT,10:09:22,TRP202239,,
Execute,Sell,BNTX,14,97.14,SMAT,10:07:31,TRP202239,,
Accept,Sell,BNTX,14,97.11,SMAT,10:07:31,TRP202239,,
Sending,Sell,BNTX,14,97.11,SMAT,10:07:31,TRP202239,,
Execute,Sell,BNTX,1,97.39,SMAT,10:07:20,TRP202239,,
Accept,Sell,BNTX,1,97.3,SMAT,10:07:20,TRP202239,,
Sending,Sell,BNTX,1,97.3,SMAT,10:07:20,TRP202239,,
Execute,Sell,BNTX,1,97.3,SMAT,10:07:12,TRP202239,,
Accept,Sell,BNTX,1,97.27,SMAT,10:07:12,TRP202239,,
Sending,Sell,BNTX,1,97.27,SMAT,10:07:12,TRP202239,,
Execute,Sell,BNTX,5,97.22,SMAT,10:06:59,TRP202239,,
Accept,Sell,BNTX,5,97.19,SMAT,10:06:59,TRP202239,,
Sending,Sell,BNTX,5,97.19,SMAT,10:06:59,TRP202239,,
Execute,Sell,BNTX,7,97.2,SMAT,10:06:46,TRP202239,,
Accept,Sell,BNTX,7,97.17,SMAT,10:06:46,TRP202239,,
Sending,Sell,BNTX,7,97.17,SMAT,10:06:46,TRP202239,,
Execute,Sell,BNTX,3,97.4,SMAT,10:06:39,TRP202239,,
Accept,Sell,BNTX,3,97.36,SMAT,10:06:39,TRP202239,,
Sending,Sell,BNTX,3,97.36,SMAT,10:06:39,TRP202239,,
Execute,Sell,BNTX,3,97.19,SMAT,10:06:37,TRP202239,,
Accept,Sell,BNTX,3,97.16,SMAT,10:06:37,TRP202239,,
Sending,Sell,BNTX,3,97.16,SMAT,10:06:37,TRP202239,,
Execute,Sell,BNTX,11,97.09,SMAT,10:06:35,TRP202239,,
Accept,Sell,BNTX,11,97.04,SMAT,10:06:35,TRP202239,,
Sending,Sell,BNTX,11,97.04,SMAT,10:06:35,TRP202239,,
Execute,Sell,BNTX,5,97.01,SMAT,10:06:19,TRP202239,,
Accept,Sell,BNTX,5,96.92,SMAT,10:06:19,TRP202239,,
Sending,Sell,BNTX,5,96.92,SMAT,10:06:19,TRP202239,,
Execute,Buy,BNTX,50,97,SMAT,10:06:09,TRP202239,,
Accept,Buy,BNTX,50,97.03,SMAT,10:06:09,TRP202239,,
Sending,Buy,BNTX,50,97.03,SMAT,10:06:09,TRP202239,,
Execute,Sell,BNTX,50,96.31,SMAT,10:04:04,TRP202239,,
Accept,Sell,BNTX,50,96.28,SMAT,10:04:04,TRP202239,,
Sending,Sell,BNTX,50,96.28,SMAT,10:04:04,TRP202239,,
Execute,Buy,BNTX,50,96.88,SMAT,10:03:23,TRP202239,,
Accept,Buy,BNTX,50,96.91,SMAT,10:03:23,TRP202239,,
Sending,Buy,BNTX,50,96.91,SMAT,10:03:23,TRP202239,,
Execute,Sell,BNTX,38,96.28,SMAT,10:03:13,TRP202239,,
Accept,Sell,BNTX,38,96.25,SMAT,10:03:13,TRP202239,,
Sending,Sell,BNTX,38,96.25,SMAT,10:03:13,TRP202239,,
Canceled,Sell,BNTX,12,96.51,SMAT,10:03:07,TRP202239,Canceled,
Canceling,Sell,BNTX,12,96.51,SMAT,10:03:07,TRP202239,,
Execute,Sell,BNTX,12,96.28,SMAT,10:03:04,TRP202239,,
Accept,Sell,BNTX,12,96.25,SMAT,10:03:04,TRP202239,,
Sending,Sell,BNTX,12,96.25,SMAT,10:03:04,TRP202239,,
Accept,Sell,BNTX,12,96.51,SMAT,10:03:01,TRP202239,,
Sending,Sell,BNTX,12,96.51,SMAT,10:03:01,TRP202239,,
Execute,Buy,BNTX,50,96.45,SMAT,10:02:58,TRP202239,,
Accept,Buy,BNTX,50,96.48,SMAT,10:02:58,TRP202239,,
Sending,Buy,BNTX,50,96.48,SMAT,10:02:58,TRP202239,,
Execute,Sell,BNTX,7,95.76,SMAT,10:02:24,TRP202239,,
Accept,Sell,BNTX,7,95.73,SMAT,10:02:24,TRP202239,,
Sending,Sell,BNTX,7,95.73,SMAT,10:02:24,TRP202239,,
Execute,Sell,BNTX,2,95.86,SMAT,10:02:20,TRP202239,,
Accept,Sell,BNTX,2,95.83,SMAT,10:02:19,TRP202239,,
Sending,Sell,BNTX,2,95.83,SMAT,10:02:19,TRP202239,,
Execute,Sell,BNTX,2,95.63,SMAT,10:02:15,TRP202239,,
Accept,Sell,BNTX,2,95.6,SMAT,10:02:15,TRP202239,,
Sending,Sell,BNTX,2,95.6,SMAT,10:02:15,TRP202239,,
Execute,Sell,BNTX,1,95.6,SMAT,10:02:11,TRP202239,,
Accept,Sell,BNTX,1,95.55,SMAT,10:02:11,TRP202239,,
Sending,Sell,BNTX,1,95.55,SMAT,10:02:11,TRP202239,,
Execute,Sell,BNTX,1,95.6,SMAT,10:01:59,TRP202239,,
Accept,Sell,BNTX,1,95.57,SMAT,10:01:59,TRP202239,,
Sending,Sell,BNTX,1,95.57,SMAT,10:01:59,TRP202239,,
Execute,Sell,BNTX,4,95.68,SMAT,10:01:35,TRP202239,,
Accept,Sell,BNTX,4,95.65,SMAT,10:01:35,TRP202239,,
Sending,Sell,BNTX,4,95.65,SMAT,10:01:35,TRP202239,,
Execute,Sell,BNTX,5,95.57,SMAT,10:01:29,TRP202239,,
Accept,Sell,BNTX,5,95.54,SMAT,10:01:29,TRP202239,,
Sending,Sell,BNTX,5,95.54,SMAT,10:01:29,TRP202239,,
Execute,Sell,BNTX,7,95.54,SMAT,10:01:23,TRP202239,,
Accept,Sell,BNTX,7,95.51,SMAT,10:01:23,TRP202239,,
Sending,Sell,BNTX,7,95.51,SMAT,10:01:23,TRP202239,,
Execute,Sell,BNTX,9,95.54,SMAT,10:01:21,TRP202239,,
Accept,Sell,BNTX,9,95.51,SMAT,10:01:21,TRP202239,,
Sending,Sell,BNTX,9,95.51,SMAT,10:01:21,TRP202239,,
Execute,Sell,BNTX,12,95.53,SMAT,10:01:20,TRP202239,,
Accept,Sell,BNTX,12,95.5,SMAT,10:01:20,TRP202239,,
Sending,Sell,BNTX,12,95.5,SMAT,10:01:20,TRP202239,,
Canceled,Sell,BNTX,12,95.48,SMAT,10:00:38,TRP202239,Canceled,
Canceling,Sell,BNTX,12,95.48,SMAT,10:00:38,TRP202239,,
Accept,Sell,BNTX,12,95.48,SMAT,10:00:22,TRP202239,,
Sending,Sell,BNTX,12,95.48,SMAT,10:00:22,TRP202239,,
Execute,Buy,BNTX,50,95.48,SMAT,10:00:17,TRP202239,,
Accept,Buy,BNTX,50,95.51,SMAT,10:00:17,TRP202239,,
Sending,Buy,BNTX,50,95.51,SMAT,10:00:17,TRP202239,,
Execute,Sell,AUPH,50,15.99,SMAT,09:56:36,TRP202239,,
Accept,Sell,AUPH,50,15.96,SMAT,09:56:36,TRP202239,,
Sending,Sell,AUPH,50,15.96,SMAT,09:56:36,TRP202239,,
Execute,Buy,AUPH,50,16.05,SMAT,09:56:01,TRP202239,,
Accept,Buy,AUPH,50,16.08,SMAT,09:56:01,TRP202239,,
Sending,Buy,AUPH,50,16.08,SMAT,09:56:01,TRP202239,,
Execute,Buy,AUPH,45,16.01,SMAT,09:53:23,TRP202239,,
Accept,Buy,AUPH,45,16.04,SMAT,09:53:23,TRP202239,,
Sending,Buy,AUPH,45,16.04,SMAT,09:53:23,TRP202239,,
Execute,Buy,AUPH,5,15.94,SMAT,09:52:11,TRP202239,,
Accept,Buy,AUPH,5,15.97,SMAT,09:52:11,TRP202239,,
Sending,Buy,AUPH,5,15.97,SMAT,09:52:11,TRP202239,,
Execute,Shrt,AUPH,50,15.95,SMAT,09:51:56,TRP202239,,
Accept,Shrt,AUPH,50,15.92,SMAT,09:51:56,TRP202239,,
Sending,Shrt,AUPH,50,15.92,SMAT,09:51:56,TRP202239,,
Execute,Sell,AUPH,38,16,SMAT,09:49:30,TRP202239,,
Accept,Sell,AUPH,38,15.97,SMAT,09:49:30,TRP202239,,
Sending,Sell,AUPH,38,15.97,SMAT,09:49:30,TRP202239,,
Execute,Sell,AUPH,12,16.08,SMAT,09:48:30,TRP202239,,
Accept,Sell,AUPH,12,16.05,SMAT,09:48:30,TRP202239,,
Sending,Sell,AUPH,12,16.05,SMAT,09:48:30,TRP202239,,
Execute,Buy,AUPH,50,16.11,SMAT,09:48:19,TRP202239,,
Accept,Buy,AUPH,50,16.14,SMAT,09:48:19,TRP202239,,
Sending,Buy,AUPH,50,16.14,SMAT,09:48:19,TRP202239,,
Execute,Buy,AUPH,45,16.04,SMAT,09:48:14,TRP202239,,
Accept,Buy,AUPH,45,16.07,SMAT,09:48:14,TRP202239,,
Sending,Buy,AUPH,45,16.07,SMAT,09:48:14,TRP202239,,
Execute,Buy,AUPH,5,16.01,SMAT,09:47:39,TRP202239,,
Accept,Buy,AUPH,5,16.04,SMAT,09:47:39,TRP202239,,
Sending,Buy,AUPH,5,16.04,SMAT,09:47:39,TRP202239,,
Execute,Shrt,AUPH,50,16.01,SMAT,09:46:44,TRP202239,,
Accept,Shrt,AUPH,50,15.98,SMAT,09:46:44,TRP202239,,
Sending,Shrt,AUPH,50,15.98,SMAT,09:46:44,TRP202239,,
Execute,Sell,AUPH,11,16.03,SMAT,09:44:37,TRP202239,,
Accept,Sell,AUPH,11,16,SMAT,09:44:37,TRP202239,,
Sending,Sell,AUPH,11,16,SMAT,09:44:37,TRP202239,,
Execute,Sell,AUPH,1,16.08,SMAT,09:44:33,TRP202239,,
Accept,Sell,AUPH,1,16.05,SMAT,09:44:32,TRP202239,,
Sending,Sell,AUPH,1,16.05,SMAT,09:44:32,TRP202239,,
Execute,Sell,AUPH,3,16.08,SMAT,09:44:28,TRP202239,,
Accept,Sell,AUPH,3,16.02,SMAT,09:44:28,TRP202239,,
Sending,Sell,AUPH,3,16.02,SMAT,09:44:28,TRP202239,,
Execute,Sell,AUPH,5,16.09,SMAT,09:44:20,TRP202239,,
Accept,Sell,AUPH,5,16.06,SMAT,09:44:20,TRP202239,,
Sending,Sell,AUPH,5,16.06,SMAT,09:44:20,TRP202239,,
Execute,Sell,AUPH,6,16.09,SMAT,09:44:13,TRP202239,,
Accept,Sell,AUPH,6,16.06,SMAT,09:44:13,TRP202239,,
Sending,Sell,AUPH,6,16.06,SMAT,09:44:13,TRP202239,,
Execute,Sell,AUPH,8,16.07,SMAT,09:44:09,TRP202239,,
Accept,Sell,AUPH,8,16.04,SMAT,09:44:09,TRP202239,,
Sending,Sell,AUPH,8,16.04,SMAT,09:44:09,TRP202239,,
Execute,Sell,AUPH,11,16.06,SMAT,09:44:05,TRP202239,,
Accept,Sell,AUPH,11,16.03,SMAT,09:44:05,TRP202239,,
Sending,Sell,AUPH,11,16.03,SMAT,09:44:05,TRP202239,,
Execute,Sell,AUPH,5,16.04,SMAT,09:43:52,TRP202239,,
Accept,Sell,AUPH,5,16.01,SMAT,09:43:52,TRP202239,,
Sending,Sell,AUPH,5,16.01,SMAT,09:43:52,TRP202239,,
Execute,Buy,AUPH,50,16.03,SMAT,09:42:08,TRP202239,,
Accept,Buy,AUPH,50,16.06,SMAT,09:42:08,TRP202239,,
Sending,Buy,AUPH,50,16.06,SMAT,09:42:08,TRP202239,,
Execute,Sell,AUPH,35,15.9,SMAT,09:41:24,TRP202239,,
Accept,Sell,AUPH,35,15.87,SMAT,09:41:24,TRP202239,,
Sending,Sell,AUPH,35,15.87,SMAT,09:41:24,TRP202239,,
Execute,Sell,AUPH,3,16.02,SMAT,09:40:37,TRP202239,,
Accept,Sell,AUPH,3,15.97,SMAT,09:40:37,TRP202239,,
Sending,Sell,AUPH,3,15.97,SMAT,09:40:37,TRP202239,,
Execute,Sell,AUPH,12,15.96,SMAT,09:40:31,TRP202239,,
Accept,Sell,AUPH,12,15.93,SMAT,09:40:31,TRP202239,,
Sending,Sell,AUPH,12,15.93,SMAT,09:40:31,TRP202239,,
Execute,Buy,AUPH,50,15.97,SMAT,09:40:04,TRP202239,,
Accept,Buy,AUPH,50,16,SMAT,09:40:04,TRP202239,,
Sending,Buy,AUPH,50,16,SMAT,09:40:04,TRP202239,,
