Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:31:01,INO,B,13.55,50,SMAT,,TRP202239,Margin,
12:31:51,INO,SS,13.69,12,SMAT,,TRP202239,Short,
12:31:54,INO,SS,13.78,9,SMAT,,TRP202239,Short,
12:32:26,INO,SS,13.6,29,SMAT,,TRP202239,Short,
12:34:16,INO,B,13.69,50,SMAT,,TRP202239,Margin,
12:34:47,INO,SS,13.79,12,SMAT,,TRP202239,Short,
12:35:07,INO,SS,13.83,9,SMAT,,TRP202239,Short,
12:35:18,INO,SS,13.81,29,SMAT,,TRP202239,Short,
12:35:31,INO,SS,13.87,50,SMAT,,TRP202239,Short,
12:35:32,INO,B,13.89,50,SMAT,,TRP202239,Margin,
12:36:51,INO,SS,13.88,50,SMAT,,TRP202239,Short,
12:37:34,INO,B,14.08,50,SMAT,,TRP202239,Margin,
12:39:35,INO,SS,13.9,50,SMAT,,TRP202239,Short,
12:40:29,INO,B,13.79,5,SMAT,,TRP202239,Margin,
12:40:32,INO,B,13.65,4,SMAT,,TRP202239,Margin,
12:40:47,INO,B,13.6,4,SMAT,,TRP202239,Margin,
12:40:48,INO,B,13.61,3,SMAT,,TRP202239,Margin,
12:40:52,INO,B,13.64,34,SMAT,,TRP202239,Margin,
12:45:10,INO,B,13.56,50,SMAT,,TRP202239,Margin,
12:48:19,INO,SS,13.57,50,SMAT,,TRP202239,Short,
12:50:12,INO,SS,13.58,50,SMAT,,TRP202239,Short,
12:51:50,INO,B,13.4,5,SMAT,,TRP202239,Margin,
12:52:39,INO,B,13.31,45,SMAT,,TRP202239,Margin,
12:55:27,INO,B,13.27,50,SMAT,,TRP202239,Margin,
13:02:14,INO,SS,13.2,50,SMAT,,TRP202239,Short,
13:02:31,INO,SS,13.2,50,SMAT,,TRP202239,Short,
13:05:25,INO,B,13.31,50,SMAT,,TRP202239,Margin,
13:05:44,INO,B,13.37,50,SMAT,,TRP202239,Margin,
13:06:31,INO,SS,13.46,12,SMAT,,TRP202239,Short,
13:07:31,INO,SS,13.53,9,SMAT,,TRP202239,Short,
13:08:56,INO,SS,13.6,7,SMAT,,TRP202239,Short,
13:09:06,INO,SS,13.52,22,SMAT,,TRP202239,Short,
13:12:06,INO,SS,13.6,50,SMAT,,TRP202239,Short,
13:13:00,INO,B,13.66,50,SMAT,,TRP202239,Margin,
13:15:15,INO,SS,13.6,50,SMAT,,TRP202239,Short,
13:17:31,INO,B,13.53,5,SMAT,,TRP202239,Margin,
13:18:47,INO,B,13.6,45,SMAT,,TRP202239,Margin,
