Event,B/S,Symb,Shares,Price,Route,Time,Account,Note,
Sending,Sell,NKLA,3,40.07,SMAT,10:39:30,TRP202239,,
Execute,Sell,NKLA,11,40.1,SMAT,10:39:26,TRP202239,,
Accept,Sell,NKLA,11,40.07,SMAT,10:39:26,TRP202239,,
Sending,Sell,NKLA,11,40.07,SMAT,10:39:26,TRP202239,,
Execute,Sell,NKLA,5,39.9,SMAT,10:34:15,TRP202239,,
Accept,Sell,NKLA,5,39.87,SMAT,10:34:15,TRP202239,,
Sending,Sell,NKLA,5,39.87,SMAT,10:34:15,TRP202239,,
Execute,Buy,NKLA,50,39.87,SMAT,10:33:28,TRP202239,,
Accept,Buy,NKLA,50,39.9,SMAT,10:33:28,TRP202239,,
Sending,Buy,NKLA,50,39.9,SMAT,10:33:28,TRP202239,,
Send_Rej,Buy,MRNA,50,86.82,SMAT,10:31:53,TRP202239,Not enough buying power![1279],
Execute,Sell,NKLA,50,40.11,SMAT,10:24:28,TRP202239,,
Accept,Sell,NKLA,50,40.07,SMAT,10:24:28,TRP202239,,
Sending,Sell,NKLA,50,40.07,SMAT,10:24:28,TRP202239,,
Execute,Buy,NKLA,50,40.66,SMAT,10:20:33,TRP202239,,
Accept,Buy,NKLA,50,40.69,SMAT,10:20:33,TRP202239,,
Sending,Buy,NKLA,50,40.69,SMAT,10:20:33,TRP202239,,
Execute,Sell,NKLA,45,40.5,SMAT,10:19:45,TRP202239,,
Accept,Sell,NKLA,45,40.47,SMAT,10:19:45,TRP202239,,
Sending,Sell,NKLA,45,40.47,SMAT,10:19:45,TRP202239,,
Execute,Sell,NKLA,5,40.77,SMAT,10:19:13,TRP202239,,
Accept,Sell,NKLA,5,40.74,SMAT,10:19:13,TRP202239,,
Sending,Sell,NKLA,5,40.74,SMAT,10:19:13,TRP202239,,
Execute,Buy,NKLA,50,40.74,SMAT,10:19:06,TRP202239,,
Accept,Buy,NKLA,50,40.77,SMAT,10:19:06,TRP202239,,
Sending,Buy,NKLA,50,40.77,SMAT,10:19:06,TRP202239,,
Execute,Sell,NKLA,34,40.34,SMAT,10:18:16,TRP202239,,
Accept,Sell,NKLA,34,40.31,SMAT,10:18:16,TRP202239,,
Sending,Sell,NKLA,34,40.31,SMAT,10:18:16,TRP202239,,
Execute,Sell,NKLA,11,40.31,SMAT,10:18:12,TRP202239,,
Accept,Sell,NKLA,11,40.28,SMAT,10:18:12,TRP202239,,
Sending,Sell,NKLA,11,40.28,SMAT,10:18:12,TRP202239,,
Execute,Sell,NKLA,5,40.27,SMAT,10:18:06,TRP202239,,
Accept,Sell,NKLA,5,40.24,SMAT,10:18:06,TRP202239,,
Sending,Sell,NKLA,5,40.24,SMAT,10:18:06,TRP202239,,
Execute,Buy,NKLA,50,40.2,SMAT,10:17:41,TRP202239,,
Accept,Buy,NKLA,50,40.23,SMAT,10:17:41,TRP202239,,
Sending,Buy,NKLA,50,40.23,SMAT,10:17:41,TRP202239,,
Execute,Sell,NKLA,37,39.92,SMAT,10:14:42,TRP202239,,
Accept,Sell,NKLA,37,39.89,SMAT,10:14:42,TRP202239,,
Sending,Sell,NKLA,37,39.89,SMAT,10:14:42,TRP202239,,
Execute,Sell,NKLA,4,39.93,SMAT,10:14:02,TRP202239,,
Accept,Sell,NKLA,4,39.9,SMAT,10:14:02,TRP202239,,
Sending,Sell,NKLA,4,39.9,SMAT,10:14:02,TRP202239,,
Execute,Sell,NKLA,4,40.05,SMAT,10:12:25,TRP202239,,
Accept,Sell,NKLA,4,40.02,SMAT,10:12:25,TRP202239,,
Sending,Sell,NKLA,4,40.02,SMAT,10:12:25,TRP202239,,
Execute,Sell,NKLA,5,40.05,SMAT,10:11:39,TRP202239,,
Accept,Sell,NKLA,5,40.02,SMAT,10:11:39,TRP202239,,
Sending,Sell,NKLA,5,40.02,SMAT,10:11:39,TRP202239,,
Execute,Buy,NKLA,50,40,SMAT,10:11:13,TRP202239,,
Accept,Buy,NKLA,50,40.03,SMAT,10:11:13,TRP202239,,
Sending,Buy,NKLA,50,40.03,SMAT,10:11:13,TRP202239,,
Execute,Sell,NKLA,34,40.79,SMAT,10:06:52,TRP202239,,
Accept,Sell,NKLA,34,40.76,SMAT,10:06:52,TRP202239,,
Sending,Sell,NKLA,34,40.76,SMAT,10:06:52,TRP202239,,
Execute,Sell,NKLA,11,40.9,SMAT,10:06:40,TRP202239,,
Accept,Sell,NKLA,11,40.87,SMAT,10:06:40,TRP202239,,
Sending,Sell,NKLA,11,40.87,SMAT,10:06:40,TRP202239,,
Execute,Sell,NKLA,5,40.81,SMAT,10:06:35,TRP202239,,
Accept,Sell,NKLA,5,40.76,SMAT,10:06:35,TRP202239,,
Sending,Sell,NKLA,5,40.76,SMAT,10:06:35,TRP202239,,
Execute,Buy,NKLA,50,40.69,SMAT,10:06:23,TRP202239,,
Accept,Buy,NKLA,50,40.71,SMAT,10:06:23,TRP202239,,
Sending,Buy,NKLA,50,40.71,SMAT,10:06:23,TRP202239,,
Execute,Sell,NKLA,20,40.39,SMAT,10:06:04,TRP202239,,
Accept,Sell,NKLA,20,40.36,SMAT,10:06:04,TRP202239,,
Sending,Sell,NKLA,20,40.36,SMAT,10:06:04,TRP202239,,
Execute,Sell,NKLA,6,40.03,SMAT,10:05:46,TRP202239,,
Accept,Sell,NKLA,6,40,SMAT,10:05:46,TRP202239,,
Sending,Sell,NKLA,6,40,SMAT,10:05:46,TRP202239,,
Execute,Sell,NKLA,8,40,SMAT,10:05:42,TRP202239,,
Accept,Sell,NKLA,8,39.97,SMAT,10:05:42,TRP202239,,
Sending,Sell,NKLA,8,39.97,SMAT,10:05:42,TRP202239,,
Execute,Sell,NKLA,11,40,SMAT,10:05:39,TRP202239,,
Accept,Sell,NKLA,11,39.97,SMAT,10:05:39,TRP202239,,
Sending,Sell,NKLA,11,39.97,SMAT,10:05:39,TRP202239,,
Execute,Sell,NKLA,5,39.93,SMAT,10:05:37,TRP202239,,
Accept,Sell,NKLA,5,39.89,SMAT,10:05:37,TRP202239,,
Sending,Sell,NKLA,5,39.89,SMAT,10:05:37,TRP202239,,
Execute,Buy,NKLA,50,39.89,SMAT,10:04:24,TRP202239,,
Accept,Buy,NKLA,50,39.92,SMAT,10:04:24,TRP202239,,
Sending,Buy,NKLA,50,39.92,SMAT,10:04:24,TRP202239,,
Execute,Sell,NKLA,24,39.41,SMAT,10:02:51,TRP202239,,
Accept,Sell,NKLA,24,39.38,SMAT,10:02:51,TRP202239,,
Sending,Sell,NKLA,24,39.38,SMAT,10:02:51,TRP202239,,
Execute,Sell,NKLA,7,39.37,SMAT,10:02:48,TRP202239,,
Accept,Sell,NKLA,7,39.34,SMAT,10:02:48,TRP202239,,
Sending,Sell,NKLA,7,39.34,SMAT,10:02:48,TRP202239,,
Execute,Sell,NKLA,10,39.36,SMAT,10:02:36,TRP202239,,
Accept,Sell,NKLA,10,39.33,SMAT,10:02:36,TRP202239,,
Sending,Sell,NKLA,10,39.33,SMAT,10:02:36,TRP202239,,
Execute,Sell,NKLA,4,39.33,SMAT,10:02:21,TRP202239,,
Accept,Sell,NKLA,4,39.3,SMAT,10:02:21,TRP202239,,
Sending,Sell,NKLA,4,39.3,SMAT,10:02:21,TRP202239,,
Execute,Sell,NKLA,5,39.31,SMAT,10:01:51,TRP202239,,
Accept,Sell,NKLA,5,39.3,SMAT,10:01:51,TRP202239,,
Sending,Sell,NKLA,5,39.3,SMAT,10:01:51,TRP202239,,
Execute,Buy,NKLA,50,39.26,SMAT,10:00:51,TRP202239,,
Accept,Buy,NKLA,50,39.29,SMAT,10:00:51,TRP202239,,
Sending,Buy,NKLA,50,39.29,SMAT,10:00:51,TRP202239,,
Execute,Sell,NKLA,50,39.02,SMAT,09:57:30,TRP202239,,
Accept,Sell,NKLA,50,38.99,SMAT,09:57:30,TRP202239,,
Sending,Sell,NKLA,50,38.99,SMAT,09:57:30,TRP202239,,
Execute,Buy,NKLA,50,39.65,SMAT,09:56:25,TRP202239,,
Accept,Buy,NKLA,50,39.68,SMAT,09:56:25,TRP202239,,
Sending,Buy,NKLA,50,39.68,SMAT,09:56:25,TRP202239,,
Execute,Sell,NKLA,41,39.02,SMAT,09:55:36,TRP202239,,
Accept,Sell,NKLA,41,38.99,SMAT,09:55:36,TRP202239,,
Sending,Sell,NKLA,41,38.99,SMAT,09:55:36,TRP202239,,
Execute,Sell,NKLA,4,39.45,SMAT,09:55:01,TRP202239,,
Accept,Sell,NKLA,4,39.42,SMAT,09:55:01,TRP202239,,
Sending,Sell,NKLA,4,39.42,SMAT,09:55:01,TRP202239,,
Execute,Sell,NKLA,5,39.37,SMAT,09:54:47,TRP202239,,
Accept,Sell,NKLA,5,39.34,SMAT,09:54:47,TRP202239,,
Sending,Sell,NKLA,5,39.34,SMAT,09:54:47,TRP202239,,
Execute,Buy,NKLA,50,39.23,SMAT,09:54:37,TRP202239,,
Accept,Buy,NKLA,50,39.24,SMAT,09:54:37,TRP202239,,
Sending,Buy,NKLA,50,39.24,SMAT,09:54:37,TRP202239,,
Execute,Sell,NKLA,15,39.11,SMAT,09:54:07,TRP202239,,
Accept,Sell,NKLA,15,39.08,SMAT,09:54:07,TRP202239,,
Sending,Sell,NKLA,15,39.08,SMAT,09:54:07,TRP202239,,
Execute,Sell,NKLA,5,39.01,SMAT,09:54:02,TRP202239,,
Accept,Sell,NKLA,5,38.98,SMAT,09:54:02,TRP202239,,
Sending,Sell,NKLA,5,38.98,SMAT,09:54:02,TRP202239,,
Execute,Sell,NKLA,6,38.86,SMAT,09:53:33,TRP202239,,
Accept,Sell,NKLA,6,38.83,SMAT,09:53:33,TRP202239,,
Sending,Sell,NKLA,6,38.83,SMAT,09:53:33,TRP202239,,
Execute,Sell,NKLA,8,38.81,SMAT,09:53:10,TRP202239,,
Accept,Sell,NKLA,8,38.78,SMAT,09:53:10,TRP202239,,
Sending,Sell,NKLA,8,38.78,SMAT,09:53:10,TRP202239,,
Execute,Sell,NKLA,11,38.7,SMAT,09:52:37,TRP202239,,
Accept,Sell,NKLA,11,38.67,SMAT,09:52:37,TRP202239,,
Sending,Sell,NKLA,11,38.67,SMAT,09:52:37,TRP202239,,
Execute,Sell,NKLA,5,38.7,SMAT,09:52:30,TRP202239,,
Accept,Sell,NKLA,5,38.67,SMAT,09:52:30,TRP202239,,
Sending,Sell,NKLA,5,38.67,SMAT,09:52:30,TRP202239,,
Execute,Buy,NKLA,50,38.67,SMAT,09:52:04,TRP202239,,
Accept,Buy,NKLA,50,38.67,SMAT,09:52:04,TRP202239,,
Sending,Buy,NKLA,50,38.67,SMAT,09:52:04,TRP202239,,
Execute,Sell,NKLA,45,40.25,SMAT,09:32:49,TRP202239,,
Accept,Sell,NKLA,45,40.15,SMAT,09:32:49,TRP202239,,
Sending,Sell,NKLA,45,40.15,SMAT,09:32:49,TRP202239,,
Execute,Sell,NKLA,5,40.14,SMAT,09:32:34,TRP202239,,
Accept,Sell,NKLA,5,40.11,SMAT,09:32:34,TRP202239,,
Sending,Sell,NKLA,5,40.11,SMAT,09:32:34,TRP202239,,
Execute,Buy,NKLA,50,39.95,SMAT,09:32:18,TRP202239,,
Accept,Buy,NKLA,50,39.98,SMAT,09:32:18,TRP202239,,
Sending,Buy,NKLA,50,39.98,SMAT,09:32:18,TRP202239,,
