Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:31:18,AAL,SS,16.45,100,SMAT,,TRP204102,Short,
12:31:28,AAL,B,16.31,50,SMAT,,TRP204102,Margin,
12:31:39,AAL,B,16.25,50,SMAT,,TRP204102,Margin,
12:34:44,AAL,B,16.37,100,SMAT,,TRP204102,Margin,
12:35:57,AAL,SS,16.49,25,SMAT,,TRP204102,Short,
12:36:13,AAL,SS,16.59,37,SMAT,,TRP204102,Short,
12:37:42,AAL,SS,16.74,9,SMAT,,TRP204102,Short,
12:38:02,AAL,SS,16.8,29,SMAT,,TRP204102,Short,
12:42:04,AAL,B,17.05,100,SMAT,,TRP204102,Margin,
12:43:03,AAL,SS,16.88,100,SMAT,,TRP204102,Short,
12:45:11,AAL,SS,16.7,100,SMAT,,TRP204102,Short,
12:46:25,AAL,B,16.61,25,SMAT,,TRP204102,Margin,
12:47:30,AAL,B,16.51,18,SMAT,,TRP204102,Margin,
12:48:27,AAL,B,16.58,57,SMAT,,TRP204102,Margin,
12:49:06,AAL,B,16.65,100,SMAT,,TRP204102,Margin,
12:49:38,AAL,SS,16.55,100,SMAT,,TRP204102,Short,
12:55:02,AAL,SS,16.57,100,SMAT,,TRP204102,Short,
12:55:15,AAL,B,16.59,100,SMAT,,TRP204102,Margin,
12:58:45,AAL,B,16.79,100,SMAT,,TRP204102,Margin,
13:00:10,AAL,SS,16.89,25,SMAT,,TRP204102,Short,
13:02:00,AAL,SS,16.98,18,SMAT,,TRP204102,Short,
13:02:31,AAL,SS,16.88,57,SMAT,,TRP204102,Short,
13:02:55,AAL,B,16.95,100,SMAT,,TRP204102,Margin,
13:04:36,AAL,SS,16.95,100,SMAT,,TRP204102,Short,
13:08:21,AAL,B,17.05,100,SMAT,,TRP204102,Margin,
13:09:13,AAL,SS,17.14,25,SMAT,,TRP204102,Short,
13:14:06,AAL,SS,17.06,75,SMAT,,TRP204102,Short,
