Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:31:43,INO,SS,28.15,40,SMAT,,TRP204102,Short,
12:31:45,INO,B,27.84,40,SMAT,,TRP204102,Margin,
12:34:34,INO,SS,27,40,SMAT,,TRP204102,Short,
12:34:43,INO,B,26.92,40,SMAT,,TRP204102,Margin,
12:36:32,INO,SS,26.06,40,SMAT,,TRP204102,Short,
12:37:01,INO,B,25.97,40,SMAT,,TRP204102,Margin,
12:37:47,INO,SS,25.91,40,SMAT,,TRP204102,Short,
12:38:06,INO,B,25.62,40,SMAT,,TRP204102,Margin,
12:41:09,INO,B,25.68,40,SMAT,,TRP204102,Margin,
12:41:27,INO,SS,25.9,10,SMAT,,TRP204102,Short,
12:41:48,INO,SS,26.27,30,SMAT,,TRP204102,Short,
12:42:27,INO,B,26.59,40,SMAT,,TRP204102,Margin,
12:42:54,INO,SS,26.3,40,SMAT,,TRP204102,Short,
12:43:29,INO,B,26.69,40,SMAT,,TRP204102,Margin,
12:43:38,INO,SS,26.82,10,SMAT,,TRP204102,Short,
12:44:10,INO,SS,26.96,30,SMAT,,TRP204102,Short,
12:44:42,INO,B,26.86,40,SMAT,,TRP204102,Margin,
12:45:16,INO,SS,26.98,10,SMAT,,TRP204102,Short,
12:45:28,INO,SS,27.17,15,SMAT,,TRP204102,Short,
12:45:35,INO,SS,27.3,15,SMAT,,TRP204102,Short,
12:46:09,INO,B,27.6,40,SMAT,,TRP204102,Margin,
12:46:28,INO,SS,27.67,10,SMAT,,TRP204102,Short,
12:46:33,INO,SS,27.32,30,SMAT,,TRP204102,Short,
12:46:59,INO,B,26.94,40,SMAT,,TRP204102,Margin,
12:47:54,INO,SS,27.15,10,SMAT,,TRP204102,Short,
12:48:08,INO,SS,27.34,15,SMAT,,TRP204102,Short,
12:48:42,INO,SS,27.31,15,SMAT,,TRP204102,Short,
12:50:14,INO,B,27.4,40,SMAT,,TRP204102,Margin,
12:50:34,INO,SS,27.15,40,SMAT,,TRP204102,Short,
12:51:23,INO,B,27.28,40,SMAT,,TRP204102,Margin,
12:52:13,INO,SS,27.12,40,SMAT,,TRP204102,Short,
