Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:32:14,AAL,B,21.5,100,SMAT,,TRP202239,Margin,
12:32:41,AAL,SS,21.72,50,SMAT,,TRP202239,Short,
12:33:22,AAL,SS,21.25,50,SMAT,,TRP202239,Short,
12:33:44,AAL,B,21.43,100,SMAT,,TRP202239,Margin,
12:34:11,AAL,SS,21.79,50,SMAT,,TRP202239,Short,
12:34:23,AAL,SS,21.94,12,SMAT,,TRP202239,Short,
12:34:32,AAL,SS,21.84,19,SMAT,,TRP202239,Short,
12:35:04,AAL,SS,21.63,19,SMAT,,TRP202239,Short,
12:35:58,AAL,B,21.68,100,SMAT,,TRP202239,Margin,
12:36:03,AAL,SS,21.51,100,SMAT,,TRP202239,Short,
12:38:56,AAL,B,21.45,100,SMAT,,TRP202239,Margin,
12:39:45,AAL,SS,21.37,100,SMAT,,TRP202239,Short,
12:40:11,AAL,B,21.5,100,SMAT,,TRP202239,Margin,
12:40:21,AAL,SS,21.68,100,SMAT,,TRP202239,Short,
12:40:34,AAL,B,21.56,100,SMAT,,TRP202239,Margin,
12:41:36,AAL,SS,21.87,50,SMAT,,TRP202239,Short,
12:42:31,AAL,SS,21.94,12,SMAT,,TRP202239,Short,
12:42:50,AAL,SS,21.6,38,SMAT,,TRP202239,Short,
12:42:59,AAL,B,21.69,100,SMAT,,TRP202239,Margin,
12:43:18,AAL,SS,21.95,50,SMAT,,TRP202239,Short,
12:43:31,AAL,SS,21.88,12,SMAT,,TRP202239,Short,
12:43:38,AAL,SS,22.17,38,SMAT,,TRP202239,Short,
12:46:02,AAL,B,22.49,100,SMAT,,TRP202239,Margin,
12:46:11,AAL,SS,22.66,50,SMAT,,TRP202239,Short,
12:46:26,AAL,SS,22.38,50,SMAT,,TRP202239,Short,
12:47:54,AAL,SS,22.15,100,SMAT,,TRP202239,Short,
12:47:59,AAL,B,22.04,100,SMAT,,TRP202239,Margin,
12:49:06,AAL,B,22.26,100,SMAT,,TRP202239,Margin,
12:50:56,AAL,SS,22,100,SMAT,,TRP202239,Short,
12:51:42,AAL,SS,22,100,SMAT,,TRP202239,Short,
12:51:58,AAL,B,21.74,50,SMAT,,TRP202239,Margin,
12:52:32,AAL,B,21.61,25,SMAT,,TRP202239,Margin,
12:52:36,AAL,B,21.61,25,SMAT,,TRP202239,Margin,
12:56:04,AAL,SS,21.52,100,SMAT,,TRP202239,Short,
12:56:14,AAL,B,21.28,50,SMAT,,TRP202239,Margin,
12:56:27,AAL,B,21.15,50,SMAT,,TRP202239,Margin,
