Event,B/S,Symb,Shares,Price,Route,Time,Account,Note,
Accept,Sell,IMRN,15,18.77,SMAT,09:55:25,TRP202239,,
Sending,Sell,IMRN,15,18.77,SMAT,09:55:25,TRP202239,,
Execute,Sell,IMRN,5,19.45,SMAT,09:54:24,TRP202239,,
Accept,Sell,IMRN,5,19.42,SMAT,09:54:24,TRP202239,,
Sending,Sell,IMRN,5,19.42,SMAT,09:54:24,TRP202239,,
Execute,Sell,IMRN,6,19.4,SMAT,09:54:20,TRP202239,,
Accept,Sell,IMRN,6,19.37,SMAT,09:54:20,TRP202239,,
Sending,Sell,IMRN,6,19.37,SMAT,09:54:20,TRP202239,,
Execute,Sell,IMRN,2,19.27,SMAT,09:54:13,TRP202239,,
Accept,Sell,IMRN,2,19.22,SMAT,09:54:13,TRP202239,,
Sending,Sell,IMRN,2,19.22,SMAT,09:54:13,TRP202239,,
Execute,Sell,IMRN,9,19.3,SMAT,09:54:07,TRP202239,,
Accept,Sell,IMRN,9,19.27,SMAT,09:54:07,TRP202239,,
Sending,Sell,IMRN,9,19.27,SMAT,09:54:07,TRP202239,,
Execute,Sell,IMRN,4,19.2,SMAT,09:54:03,TRP202239,,
Accept,Sell,IMRN,4,19.16,SMAT,09:54:03,TRP202239,,
Sending,Sell,IMRN,4,19.16,SMAT,09:54:03,TRP202239,,
Execute,Sell,IMRN,4,19.1,SMAT,09:53:42,TRP202239,,
Accept,Sell,IMRN,4,19.07,SMAT,09:53:42,TRP202239,,
Sending,Sell,IMRN,4,19.07,SMAT,09:53:42,TRP202239,,
Execute,Sell,IMRN,5,19.02,SMAT,09:53:31,TRP202239,,
Accept,Sell,IMRN,5,18.99,SMAT,09:53:31,TRP202239,,
Sending,Sell,IMRN,5,18.99,SMAT,09:53:31,TRP202239,,
Execute,Buy,IMRN,50,19.14,SMAT,09:53:20,TRP202239,,
Accept,Buy,IMRN,50,19.17,SMAT,09:53:20,TRP202239,,
Sending,Buy,IMRN,50,19.17,SMAT,09:53:20,TRP202239,,
Execute,Sell,IMRN,19,18.78,SMAT,09:52:06,TRP202239,,
Accept,Sell,IMRN,19,18.75,SMAT,09:52:06,TRP202239,,
Sending,Sell,IMRN,19,18.75,SMAT,09:52:06,TRP202239,,
Execute,Sell,IMRN,6,18.9,SMAT,09:51:59,TRP202239,,
Accept,Sell,IMRN,6,18.87,SMAT,09:51:59,TRP202239,,
Sending,Sell,IMRN,6,18.87,SMAT,09:51:59,TRP202239,,
Execute,Sell,IMRN,2,18.81,SMAT,09:51:57,TRP202239,,
Accept,Sell,IMRN,2,18.77,SMAT,09:51:57,TRP202239,,
Sending,Sell,IMRN,2,18.77,SMAT,09:51:57,TRP202239,,
Execute,Sell,IMRN,2,18.76,SMAT,09:51:49,TRP202239,,
Accept,Sell,IMRN,2,18.73,SMAT,09:51:49,TRP202239,,
Sending,Sell,IMRN,2,18.73,SMAT,09:51:49,TRP202239,,
Execute,Sell,IMRN,9,18.75,SMAT,09:51:45,TRP202239,,
Accept,Sell,IMRN,9,18.72,SMAT,09:51:45,TRP202239,,
Sending,Sell,IMRN,9,18.72,SMAT,09:51:45,TRP202239,,
Execute,Sell,IMRN,12,18.88,SMAT,09:51:43,TRP202239,,
Accept,Sell,IMRN,12,18.85,SMAT,09:51:43,TRP202239,,
Sending,Sell,IMRN,12,18.85,SMAT,09:51:43,TRP202239,,
Execute,Buy,IMRN,50,18.7,SMAT,09:51:25,TRP202239,,
Accept,Buy,IMRN,50,18.73,SMAT,09:51:25,TRP202239,,
Sending,Buy,IMRN,50,18.73,SMAT,09:51:25,TRP202239,,
Execute,Sell,IMRN,50,19.01,SMAT,09:48:08,TRP202239,,
Accept,Sell,IMRN,50,18.98,SMAT,09:48:08,TRP202239,,
Sending,Sell,IMRN,50,18.98,SMAT,09:48:08,TRP202239,,
Execute,Buy,IMRN,50,19.43,SMAT,09:46:11,TRP202239,,
Accept,Buy,IMRN,50,19.46,SMAT,09:46:11,TRP202239,,
Sending,Buy,IMRN,50,19.46,SMAT,09:46:11,TRP202239,,
Execute,Sell,IMRN,50,18.5,SMAT,09:45:22,TRP202239,,
Accept,Sell,IMRN,50,18.47,SMAT,09:45:22,TRP202239,,
Sending,Sell,IMRN,50,18.47,SMAT,09:45:22,TRP202239,,
Execute,Buy,IMRN,50,18.9,SMAT,09:45:15,TRP202239,,
Accept,Buy,IMRN,50,18.93,SMAT,09:45:15,TRP202239,,
Sending,Buy,IMRN,50,18.93,SMAT,09:45:15,TRP202239,,
Execute,Sell,IMRN,20,18.91,SMAT,09:41:05,TRP202239,,
Accept,Sell,IMRN,20,18.88,SMAT,09:41:05,TRP202239,,
Sending,Sell,IMRN,20,18.88,SMAT,09:41:05,TRP202239,,
Execute,Sell,IMRN,6,19.05,SMAT,09:40:58,TRP202239,,
Accept,Sell,IMRN,6,19.02,SMAT,09:40:58,TRP202239,,
Sending,Sell,IMRN,6,19.02,SMAT,09:40:58,TRP202239,,
Execute,Sell,IMRN,8,19.11,SMAT,09:40:54,TRP202239,,
Accept,Sell,IMRN,8,19.08,SMAT,09:40:54,TRP202239,,
Sending,Sell,IMRN,8,19.08,SMAT,09:40:54,TRP202239,,
Execute,Sell,IMRN,11,19.1,SMAT,09:40:39,TRP202239,,
Accept,Sell,IMRN,11,19.07,SMAT,09:40:39,TRP202239,,
Sending,Sell,IMRN,11,19.07,SMAT,09:40:39,TRP202239,,
Execute,Sell,IMRN,5,19.1,SMAT,09:40:37,TRP202239,,
Accept,Sell,IMRN,5,19.07,SMAT,09:40:37,TRP202239,,
Sending,Sell,IMRN,5,19.07,SMAT,09:40:37,TRP202239,,
Execute,Buy,IMRN,50,19,SMAT,09:40:24,TRP202239,,
Accept,Buy,IMRN,50,19.03,SMAT,09:40:24,TRP202239,,
Sending,Buy,IMRN,50,19.03,SMAT,09:40:24,TRP202239,,
Send_Rej,Shrt,IMRN,50,18.83,SMAT,09:37:59,TRP202239,Security is not shortable![1279],
Execute,Sell,IMRN,50,19.26,SMAT,09:36:03,TRP202239,,
Accept,Sell,IMRN,50,19.23,SMAT,09:36:03,TRP202239,,
Sending,Sell,IMRN,50,19.23,SMAT,09:36:03,TRP202239,,
Execute,Buy,IMRN,50,19.75,SMAT,09:35:25,TRP202239,,
Accept,Buy,IMRN,50,19.78,SMAT,09:35:25,TRP202239,,
Sending,Buy,IMRN,50,19.78,SMAT,09:35:25,TRP202239,,
Send_Rej,Shrt,IMRN,50,20.1,SMAT,09:33:45,TRP202239,Security is not shortable![1279],
Send_Rej,Shrt,IMRN,50,20.57,SMAT,09:33:17,TRP202239,Security is not shortable![1279],
Execute,Sell,IMRN,50,20.22,SMAT,09:32:03,TRP202239,,
Accept,Sell,IMRN,50,20.22,SMAT,09:32:02,TRP202239,,
Sending,Sell,IMRN,50,20.22,SMAT,09:32:02,TRP202239,,
Execute,Buy,IMRN,50,20.87,SMAT,09:31:45,TRP202239,,
Accept,Buy,IMRN,50,21.01,SMAT,09:31:45,TRP202239,,
Sending,Buy,IMRN,50,21.01,SMAT,09:31:45,TRP202239,,
