Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:31:35,NKLA,SS,40.62,100,SMAT,,TRP202239,Short,
12:31:42,NKLA,B,40.73,100,SMAT,,TRP202239,Margin,
12:34:48,NKLA,SS,40.99,100,SMAT,,TRP202239,Short,
12:35:15,NKLA,B,40.83,25,SMAT,,TRP202239,Margin,
12:35:25,NKLA,B,40.81,75,SMAT,,TRP202239,Margin,
12:40:02,NKLA,SS,40.42,100,SMAT,,TRP202239,Short,
12:40:14,NKLA,B,40.56,100,SMAT,,TRP202239,Margin,
