Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:34:00,AMD,B,57.81,50,SMAT,,TRP204102,Margin,
12:34:40,AMD,SS,57.7,50,SMAT,,TRP204102,Short,
12:35:21,AMD,B,57.53,50,SMAT,,TRP204102,Margin,
12:35:31,AMD,SS,57.44,50,SMAT,,TRP204102,Short,
12:35:39,AMD,SS,57.37,50,SMAT,,TRP204102,Short,
12:36:17,AMD,B,57.46,50,SMAT,,TRP204102,Margin,
12:40:07,AMD,B,58.15,50,SMAT,,TRP204102,Margin,
12:40:23,AMD,SS,58.23,12,SMAT,,TRP204102,Short,
12:40:41,AMD,SS,58.34,38,SMAT,,TRP204102,Short,
12:43:56,AMD,B,58.33,50,SMAT,,TRP204102,Margin,
12:44:54,AMD,SS,58.23,50,SMAT,,TRP204102,Short,
12:45:17,AMD,SS,58.12,50,SMAT,,TRP204102,Short,
12:45:59,AMD,B,58.11,50,SMAT,,TRP204102,Margin,
12:46:57,AMD,B,58.18,50,SMAT,,TRP204102,Margin,
12:47:17,AMD,SS,58.05,50,SMAT,,TRP204102,Short,
12:49:06,AMD,B,58.19,50,SMAT,,TRP204102,Margin,
12:49:43,AMD,SS,58.29,25,SMAT,,TRP204102,Short,
12:50:30,AMD,SS,58.09,25,SMAT,,TRP204102,Short,
12:50:38,AMD,B,58.16,50,SMAT,,TRP204102,Margin,
12:51:09,AMD,SS,58.32,12,SMAT,,TRP204102,Short,
12:51:32,AMD,SS,58.43,19,SMAT,,TRP204102,Short,
12:51:35,AMD,SS,58.39,19,SMAT,,TRP204102,Short,
12:54:49,AMD,SS,58.12,50,SMAT,,TRP204102,Short,
12:55:58,AMD,B,58.13,50,SMAT,,TRP204102,Margin,
12:56:55,AMD,B,58.23,50,SMAT,,TRP204102,Margin,
12:57:12,AMD,SS,58.12,50,SMAT,,TRP204102,Short,
12:57:48,AMD,B,58.18,50,SMAT,,TRP204102,Margin,
12:58:02,AMD,SS,58.1,50,SMAT,,TRP204102,Short,
12:58:20,AMD,B,58.24,50,SMAT,,TRP204102,Margin,
12:58:47,AMD,SS,58.34,12,SMAT,,TRP204102,Short,
13:00:01,AMD,SS,58.42,9,SMAT,,TRP204102,Short,
13:02:16,AMD,SS,58.53,14,SMAT,,TRP204102,Short,
13:02:34,AMD,SS,58.5,15,SMAT,,TRP204102,Short,
13:06:21,AMD,B,59,50,SMAT,,TRP204102,Margin,
13:06:38,AMD,SS,58.96,50,SMAT,,TRP204102,Short,
13:09:00,AMD,B,58.98,50,SMAT,,TRP204102,Margin,
13:11:07,AMD,SS,58.81,50,SMAT,,TRP204102,Short,
13:12:14,AMD,SS,58.68,50,SMAT,,TRP204102,Short,
13:12:53,AMD,B,58.79,50,SMAT,,TRP204102,Margin,
13:14:17,AMD,SS,58.65,50,SMAT,,TRP204102,Short,
13:14:34,AMD,B,58.82,50,SMAT,,TRP204102,Margin,
