Time,Symb,Side,Price,Qty,Route,Broker,Account,Type,Cloid
12:33:54,AAL,B,15,100,SMAT,,TRP204102,Margin,
12:34:50,AAL,SS,15.09,24,SMAT,,TRP204102,Short,
12:37:10,AAL,SS,15.19,38,SMAT,,TRP204102,Short,
12:37:30,AAL,SS,15.31,38,SMAT,,TRP204102,Short,
12:40:24,AAL,B,15.21,100,SMAT,,TRP204102,Margin,
12:41:01,AAL,SS,15.12,100,SMAT,,TRP204102,Short,
12:42:25,AAL,B,15.14,100,SMAT,,TRP204102,Margin,
12:43:37,AAL,SS,15.29,25,SMAT,,TRP204102,Short,
12:45:11,AAL,SS,15.38,37,SMAT,,TRP204102,Short,
12:45:51,AAL,SS,15.49,19,SMAT,,TRP204102,Short,
12:46:14,AAL,SS,15.59,19,SMAT,,TRP204102,Short,
12:50:07,AAL,SS,15.36,100,SMAT,,TRP204102,Short,
12:50:18,AAL,B,15.26,50,SMAT,,TRP204102,Margin,
12:50:58,AAL,B,15.26,50,SMAT,,TRP204102,Margin,
12:53:19,AAL,B,15.28,100,SMAT,,TRP204102,Margin,
12:54:36,AAL,SS,15.41,25,SMAT,,TRP204102,Short,
12:57:26,AAL,SS,15.48,18,SMAT,,TRP204102,Short,
12:59:12,AAL,SS,15.32,57,SMAT,,TRP204102,Short,
13:00:28,AAL,B,15.48,100,SMAT,,TRP204102,Margin,
13:02:05,AAL,SS,15.39,100,SMAT,,TRP204102,Short,
13:02:47,AAL,SS,15.31,100,SMAT,,TRP204102,Short,
13:03:18,AAL,B,15.38,100,SMAT,,TRP204102,Margin,
13:05:05,AAL,SS,15.25,100,SMAT,,TRP204102,Short,
13:10:58,AAL,B,15.31,100,SMAT,,TRP204102,Margin,
13:12:53,AAL,B,15.4,100,SMAT,,TRP204102,Margin,
13:19:07,AAL,SS,15.49,25,SMAT,,TRP204102,Short,
13:20:46,AAL,SS,15.49,75,SMAT,,TRP204102,Short,
