order_type,ticker,size,price_filled,route,time_filled,net_pl,gross_pl,commissioned_pl,num_trades
Sell,MRNA,50,63.46,SMAT,12:33:21,0,50.81,17.31,23
Buy,MRNA,50,63.64,SMAT,12:33:48,-9,0,0,0
Sell,MRNA,50,63.4,SMAT,12:33:56,0,0,0,0
Buy,MRNA,50,63.59,SMAT,12:34:07,-9.5,0,0,0
Buy,MRNA,50,63.87,SMAT,12:34:28,0,0,0,0
Sell,MRNA,12,64.39,SMAT,12:35:19,6.24,0,0,0
Sell,MRNA,19,64.47,SMAT,12:35:22,11.4,0,0,0
Sell,MRNA,9,64.55,SMAT,12:35:54,6.12,0,0,0
Sell,MRNA,10,64.27,SMAT,12:36:12,4,0,0,0
Buy,MRNA,50,64.69,SMAT,12:36:25,0,0,0,0
Sell,MRNA,50,64.34,SMAT,12:37:09,-17.5,0,0,0
Sell,MRNA,50,64.42,SMAT,12:38:04,0,0,0,0
Buy,MRNA,25,64.34,SMAT,12:38:31,2,0,0,0
Buy,MRNA,6,64.13,SMAT,12:38:38,1.74,0,0,0
Buy,MRNA,19,63.75,SMAT,12:38:50,12.73,0,0,0
Buy,MRNA,50,64.45,SMAT,12:40:13,0,0,0,0
Sell,MRNA,25,64.74,SMAT,12:40:49,7.25,0,0,0
Sell,MRNA,25,64.98,SMAT,12:40:58,13.25,0,0,0
Buy,MRNA,50,64.92,SMAT,12:41:31,0,0,0,0
Sell,MRNA,25,65.1,SMAT,12:41:54,4.5,0,0,0
Sell,MRNA,25,64.95,SMAT,12:42:08,0.75,0,0,0
Buy,MRNA,50,64.8,SMAT,12:43:00,0,0,0,0
Sell,MRNA,12,65.02,SMAT,12:43:21,2.64,0,0,0
Sell,MRNA,9,65.34,SMAT,12:44:23,4.86,0,0,0
Sell,MRNA,29,65.48,SMAT,12:44:28,19.72,0,0,0
Sell,MRNA,50,66.41,SMAT,12:47:06,0,0,0,0
Buy,MRNA,50,66.64,SMAT,12:47:28,-11.5,0,0,0
Sell,MRNA,50,66.4,SMAT,12:47:44,0,0,0,0
Buy,MRNA,12,66.24,SMAT,12:47:59,1.92,0,0,0
Buy,MRNA,9,65.96,SMAT,12:48:26,3.96,0,0,0
Buy,MRNA,14,65.83,SMAT,12:48:43,7.98,0,0,0
Buy,MRNA,7,65.2,SMAT,12:48:53,8.4,0,0,0
Buy,MRNA,8,65.33,SMAT,12:48:54,8.56,0,0,0
Sell,MRNA,50,65.07,SMAT,12:49:02,0,0,0,0
Buy,MRNA,50,65.3,SMAT,12:49:22,-11.5,0,0,0
Sell,MRNA,50,65.34,SMAT,12:49:50,0,0,0,0
Buy,MRNA,12,65.04,SMAT,12:50:23,3.6,0,0,0
Buy,MRNA,25,65.04,SMAT,12:50:23,7.5,0,0,0
Buy,MRNA,13,64.95,SMAT,12:51:02,5.07,0,0,0
Sell,MRNA,50,64.32,SMAT,12:53:15,0,0,0,0
Buy,MRNA,25,64.2,SMAT,12:53:59,3,0,0,0
Buy,MRNA,6,63.94,SMAT,12:54:17,2.28,0,0,0
Buy,MRNA,19,63.93,SMAT,12:54:24,7.41,0,0,0
Buy,MRNA,50,63.83,SMAT,12:56:09,0,0,0,0
Sell,MRNA,50,63.7,SMAT,12:56:54,-6.5,0,0,0
Sell,MRNA,50,63.5,SMAT,12:56:55,0,0,0,0
Buy,MRNA,50,63.45,SMAT,12:57:22,2.5,0,0,0
Buy,MRNA,50,63.7,SMAT,12:58:05,0,0,0,0
Sell,MRNA,12,63.91,SMAT,12:58:36,2.52,0,0,0
Sell,MRNA,38,63.7,SMAT,12:59:06,0,0,0,0
Sell,MRNA,50,63.5,SMAT,12:59:24,0,0,0,0
Buy,MRNA,50,63.75,SMAT,12:59:47,-12.5,0,0,0
Buy,MRNA,50,63.96,SMAT,13:00:09,0,0,0,0
Sell,MRNA,50,63.8,SMAT,13:00:38,-8,0,0,0
Sell,MRNA,50,63.56,SMAT,13:01:00,0,0,0,0
Buy,MRNA,50,63.85,SMAT,13:02:34,-14.5,0,0,0
Buy,MRNA,50,63.95,SMAT,13:03:38,0,0,0,0
Sell,MRNA,25,63.98,SMAT,13:04:00,0.75,0,0,0
Sell,MRNA,25,63.9,SMAT,13:04:20,-1.25,0,0,0
Buy,MRNA,50,64,SMAT,13:05:28,0,0,0,0
Sell,MRNA,50,63.87,SMAT,13:05:44,-6.5,0,0,0
Buy,MRNA,50,63.96,SMAT,13:06:22,0,0,0,0
Sell,MRNA,12,63.98,SMAT,13:06:29,0.24,0,0,0
Sell,MRNA,38,64.14,SMAT,13:06:51,6.84,0,0,0
Buy,MRNA,50,64.21,SMAT,13:07:41,0,0,0,0
Sell,MRNA,19,64.31,SMAT,13:07:55,1.9,0,0,0
Sell,MRNA,31,64.1,SMAT,13:08:22,-3.41,0,0,0
