Event,B/S,Symb,Shares,Price,Route,Time,Account,Note,
Execute,Buy,BNTX,50,96.22,SMAT,10:32:04,TRP202239,,
Accept,Buy,BNTX,50,96.25,SMAT,10:32:04,TRP202239,,
Sending,Buy,BNTX,50,96.25,SMAT,10:32:04,TRP202239,,
Send_Rej,Shrt,BNTX,12,95.86,SMAT,10:31:21,TRP202239,Not enough buying power![1279],
Execute,Shrt,BNTX,50,96.03,SMAT,10:31:19,TRP202239,,
Accept,Shrt,BNTX,50,96,SMAT,10:31:19,TRP202239,,
Sending,Shrt,BNTX,50,96,SMAT,10:31:19,TRP202239,,
Execute,Sell,BNTX,50,97.1,SMAT,10:27:52,TRP202239,,
Accept,Sell,BNTX,50,97.07,SMAT,10:27:52,TRP202239,,
Sending,Sell,BNTX,50,97.07,SMAT,10:27:52,TRP202239,,
Execute,Buy,BNTX,50,97.75,SMAT,10:26:04,TRP202239,,
Accept,Buy,BNTX,50,97.78,SMAT,10:26:04,TRP202239,,
Sending,Buy,BNTX,50,97.78,SMAT,10:26:04,TRP202239,,
Execute,Sell,BNTX,50,97.3,SMAT,10:16:29,TRP202239,,
Accept,Sell,BNTX,50,97.27,SMAT,10:16:29,TRP202239,,
Sending,Sell,BNTX,50,97.27,SMAT,10:16:29,TRP202239,,
Execute,Buy,BNTX,50,97.54,SMAT,10:16:01,TRP202239,,
Accept,Buy,BNTX,50,97.66,SMAT,10:16:01,TRP202239,,
Sending,Buy,BNTX,50,97.66,SMAT,10:16:01,TRP202239,,
Execute,Buy,BNTX,50,97.67,SMAT,10:15:55,TRP202239,,
Accept,Buy,BNTX,50,97.7,SMAT,10:15:55,TRP202239,,
Sending,Buy,BNTX,50,97.7,SMAT,10:15:55,TRP202239,,
Execute,Shrt,BNTX,50,97.15,SMAT,10:15:08,TRP202239,,
Accept,Shrt,BNTX,50,97.12,SMAT,10:15:08,TRP202239,,
Sending,Shrt,BNTX,50,97.12,SMAT,10:15:08,TRP202239,,
Execute,Sell,BNTX,50,97.62,SMAT,10:14:53,TRP202239,,
Accept,Sell,BNTX,50,97.59,SMAT,10:14:53,TRP202239,,
Sending,Sell,BNTX,50,97.59,SMAT,10:14:53,TRP202239,,
Execute,Buy,BNTX,50,98.39,SMAT,10:14:15,TRP202239,,
Accept,Buy,BNTX,50,98.42,SMAT,10:14:15,TRP202239,,
Sending,Buy,BNTX,50,98.42,SMAT,10:14:15,TRP202239,,
Execute,Sell,INO,50,25.75,SMAT,10:11:05,TRP202239,,
Accept,Sell,INO,50,25.72,SMAT,10:11:05,TRP202239,,
Sending,Sell,INO,50,25.72,SMAT,10:11:05,TRP202239,,
Execute,Buy,INO,50,25.9,SMAT,10:09:37,TRP202239,,
Accept,Buy,INO,50,25.93,SMAT,10:09:37,TRP202239,,
Sending,Buy,INO,50,25.93,SMAT,10:09:37,TRP202239,,
Execute,Buy,BNTX,50,99.85,SMAT,10:05:56,TRP202239,,
Accept,Buy,BNTX,50,99.88,SMAT,10:05:56,TRP202239,,
Sending,Buy,BNTX,50,99.88,SMAT,10:05:56,TRP202239,,
Execute,Shrt,BNTX,50,99.4,SMAT,10:04:16,TRP202239,,
Accept,Shrt,BNTX,50,99.37,SMAT,10:04:16,TRP202239,,
Sending,Shrt,BNTX,50,99.37,SMAT,10:04:16,TRP202239,,
Execute,Sell,BNTX,26,99.38,SMAT,10:03:23,TRP202239,,
Accept,Sell,BNTX,26,99.35,SMAT,10:03:23,TRP202239,,
Sending,Sell,BNTX,26,99.35,SMAT,10:03:23,TRP202239,,
Execute,Sell,BNTX,8,99.15,SMAT,10:03:12,TRP202239,,
Accept,Sell,BNTX,8,99.12,SMAT,10:03:12,TRP202239,,
Sending,Sell,BNTX,8,99.12,SMAT,10:03:12,TRP202239,,
Execute,Sell,BNTX,11,99.24,SMAT,10:02:55,TRP202239,,
Accept,Sell,BNTX,11,99.21,SMAT,10:02:55,TRP202239,,
Sending,Sell,BNTX,11,99.21,SMAT,10:02:55,TRP202239,,
Execute,Sell,BNTX,5,99.07,SMAT,10:02:26,TRP202239,,
Accept,Sell,BNTX,5,99.04,SMAT,10:02:26,TRP202239,,
Sending,Sell,BNTX,5,99.04,SMAT,10:02:26,TRP202239,,
Execute,Buy,BNTX,50,99.04,SMAT,10:02:19,TRP202239,,
Accept,Buy,BNTX,50,99.07,SMAT,10:02:19,TRP202239,,
Sending,Buy,BNTX,50,99.07,SMAT,10:02:19,TRP202239,,
Execute,Sell,BNTX,50,98.53,SMAT,10:01:16,TRP202239,,
Accept,Sell,BNTX,50,98.5,SMAT,10:01:16,TRP202239,,
Sending,Sell,BNTX,50,98.5,SMAT,10:01:16,TRP202239,,
Execute,Buy,BNTX,50,98.99,SMAT,09:59:06,TRP202239,,
Accept,Buy,BNTX,50,99.02,SMAT,09:59:06,TRP202239,,
Sending,Buy,BNTX,50,99.02,SMAT,09:59:06,TRP202239,,
Execute,Sell,BNTX,50,97.56,SMAT,09:57:54,TRP202239,,
Accept,Sell,BNTX,50,97.53,SMAT,09:57:54,TRP202239,,
Sending,Sell,BNTX,50,97.53,SMAT,09:57:54,TRP202239,,
Execute,Buy,BNTX,50,98.61,SMAT,09:57:16,TRP202239,,
Accept,Buy,BNTX,50,98.64,SMAT,09:57:16,TRP202239,,
Sending,Buy,BNTX,50,98.64,SMAT,09:57:16,TRP202239,,
Execute,Sell,BNTX,26,96.05,SMAT,09:51:53,TRP202239,,
Accept,Sell,BNTX,26,96.02,SMAT,09:51:52,TRP202239,,
Sending,Sell,BNTX,26,96.02,SMAT,09:51:52,TRP202239,,
Execute,Sell,BNTX,2,96.13,SMAT,09:50:50,TRP202239,,
Accept,Sell,BNTX,2,96.1,SMAT,09:50:50,TRP202239,,
Sending,Sell,BNTX,2,96.1,SMAT,09:50:50,TRP202239,,
Execute,Sell,BNTX,9,96.22,SMAT,09:49:59,TRP202239,,
Accept,Sell,BNTX,9,96.2,SMAT,09:49:59,TRP202239,,
Sending,Sell,BNTX,9,96.2,SMAT,09:49:59,TRP202239,,
Execute,Sell,BNTX,4,96.19,SMAT,09:49:46,TRP202239,,
Accept,Sell,BNTX,4,96.16,SMAT,09:49:46,TRP202239,,
Sending,Sell,BNTX,4,96.16,SMAT,09:49:46,TRP202239,,
Execute,Sell,BNTX,4,96.24,SMAT,09:49:26,TRP202239,,
Accept,Sell,BNTX,4,96.2,SMAT,09:49:26,TRP202239,,
Sending,Sell,BNTX,4,96.2,SMAT,09:49:26,TRP202239,,
Execute,Sell,BNTX,5,95.91,SMAT,09:48:52,TRP202239,,
Accept,Sell,BNTX,5,95.88,SMAT,09:48:52,TRP202239,,
Sending,Sell,BNTX,5,95.88,SMAT,09:48:52,TRP202239,,
Execute,Buy,BNTX,50,95.89,SMAT,09:48:38,TRP202239,,
Accept,Buy,BNTX,50,95.92,SMAT,09:48:38,TRP202239,,
Sending,Buy,BNTX,50,95.92,SMAT,09:48:38,TRP202239,,
Execute,Sell,INO,50,25.8,SMAT,09:45:14,TRP202239,,
Accept,Sell,INO,50,25.77,SMAT,09:45:14,TRP202239,,
Sending,Sell,INO,50,25.77,SMAT,09:45:14,TRP202239,,
Execute,Buy,INO,50,25.94,SMAT,09:44:33,TRP202239,,
Accept,Buy,INO,50,25.97,SMAT,09:44:33,TRP202239,,
Sending,Buy,INO,50,25.97,SMAT,09:44:33,TRP202239,,
Execute,Buy,INO,50,25.88,SMAT,09:44:20,TRP202239,,
Accept,Buy,INO,50,25.91,SMAT,09:44:20,TRP202239,,
Sending,Buy,INO,50,25.91,SMAT,09:44:20,TRP202239,,
Execute,Shrt,INO,50,25.86,SMAT,09:42:43,TRP202239,,
Accept,Shrt,INO,50,25.83,SMAT,09:42:43,TRP202239,,
Sending,Shrt,INO,50,25.83,SMAT,09:42:43,TRP202239,,
Execute,Buy,NKLA,50,36.18,SMAT,09:39:02,TRP202239,,
Accept,Buy,NKLA,50,36.21,SMAT,09:39:02,TRP202239,,
Sending,Buy,NKLA,50,36.21,SMAT,09:39:02,TRP202239,,
Execute,Shrt,NKLA,50,36.01,SMAT,09:37:27,TRP202239,,
Accept,Shrt,NKLA,50,35.98,SMAT,09:37:27,TRP202239,,
Sending,Shrt,NKLA,50,35.98,SMAT,09:37:27,TRP202239,,
Execute,Sell,BNTX,20,96.46,SMAT,09:36:37,TRP202239,,
Accept,Sell,BNTX,20,96.43,SMAT,09:36:37,TRP202239,,
Sending,Sell,BNTX,20,96.43,SMAT,09:36:37,TRP202239,,
Execute,Sell,BNTX,2,96.84,SMAT,09:36:32,TRP202239,,
Accept,Sell,BNTX,2,96.81,SMAT,09:36:32,TRP202239,,
Sending,Sell,BNTX,2,96.81,SMAT,09:36:32,TRP202239,,
Execute,Sell,BNTX,7,97.04,SMAT,09:36:19,TRP202239,,
Accept,Sell,BNTX,7,97,SMAT,09:36:19,TRP202239,,
Sending,Sell,BNTX,7,97,SMAT,09:36:19,TRP202239,,
Execute,Sell,BNTX,9,96.78,SMAT,09:36:15,TRP202239,,
Accept,Sell,BNTX,9,96.74,SMAT,09:36:15,TRP202239,,
Sending,Sell,BNTX,9,96.74,SMAT,09:36:15,TRP202239,,
Execute,Sell,BNTX,12,96.66,SMAT,09:36:12,TRP202239,,
Accept,Sell,BNTX,12,96.63,SMAT,09:36:12,TRP202239,,
Sending,Sell,BNTX,12,96.63,SMAT,09:36:12,TRP202239,,
Execute,Buy,BNTX,50,96.72,SMAT,09:36:05,TRP202239,,
Accept,Buy,BNTX,50,96.75,SMAT,09:36:05,TRP202239,,
Sending,Buy,BNTX,50,96.75,SMAT,09:36:05,TRP202239,,
Execute,Buy,BNTX,50,96.7,SMAT,09:35:41,TRP202239,,
Accept,Buy,BNTX,50,96.72,SMAT,09:35:41,TRP202239,,
Sending,Buy,BNTX,50,96.72,SMAT,09:35:41,TRP202239,,
Execute,Shrt,BNTX,50,95.81,SMAT,09:35:19,TRP202239,,
Accept,Shrt,BNTX,50,95.78,SMAT,09:35:19,TRP202239,,
Sending,Shrt,BNTX,50,95.78,SMAT,09:35:19,TRP202239,,
Execute,Sell,BNTX,45,96.9,SMAT,09:33:46,TRP202239,,
Accept,Sell,BNTX,45,96.87,SMAT,09:33:46,TRP202239,,
Sending,Sell,BNTX,45,96.87,SMAT,09:33:46,TRP202239,,
Execute,Sell,BNTX,5,97.24,SMAT,09:33:15,TRP202239,,
