order_type,ticker,size,price_filled,route,time_filled,net_pl,gross_pl,commissioned_pl,num_trades
Buy,AMD,50,53,SMAT,12:31:11,0,19,3,14
Sell,AMD,50,53.14,SMAT,12:31:17,7,0,0,0
Buy,AMD,50,53.1,SMAT,12:34:04,0,0,0,0
Sell,AMD,25,53.18,SMAT,12:34:32,2,0,0,0
Sell,AMD,25,53.04,SMAT,12:35:00,-1.5,0,0,0
Buy,AMD,50,53.15,SMAT,12:35:16,0,0,0,0
Sell,AMD,25,53.27,SMAT,12:36:22,3,0,0,0
Sell,AMD,25,53.37,SMAT,12:36:32,5.5,0,0,0
Sell,AMD,50,53.51,SMAT,12:39:29,0,0,0,0
Buy,AMD,50,53.63,SMAT,12:39:55,-6,0,0,0
Buy,AMD,50,54.4,SMAT,12:43:58,0,0,0,0
Sell,AMD,50,54.42,SMAT,12:44:36,1,0,0,0
Buy,AMD,50,54.44,SMAT,12:45:07,0,0,0,0
Sell,AMD,50,54.45,SMAT,12:45:14,0.5,0,0,0
Buy,AMD,50,54.64,SMAT,12:45:47,0,0,0,0
Sell,AMD,50,54.67,SMAT,12:46:41,1.5,0,0,0
Buy,AMD,50,54.74,SMAT,12:46:47,0,0,0,0
Sell,AMD,50,54.69,SMAT,12:46:51,-2.5,0,0,0
Sell,AMD,50,54.66,SMAT,12:47:22,0,0,0,0
Buy,AMD,50,54.72,SMAT,12:47:46,-3,0,0,0
Buy,AMD,50,54.81,SMAT,12:47:57,0,0,0,0
Sell,AMD,25,54.9,SMAT,12:48:06,2.25,0,0,0
Sell,AMD,25,54.78,SMAT,12:48:23,-0.75,0,0,0
Sell,AMD,50,54.75,SMAT,12:50:04,0,0,0,0
Buy,AMD,50,54.72,SMAT,12:51:02,1.5,0,0,0
Buy,AMD,50,54.81,SMAT,12:51:10,0,0,0,0
Sell,AMD,25,54.93,SMAT,12:51:37,3,0,0,0
Sell,AMD,25,55.03,SMAT,12:51:44,5.5,0,0,0
Buy,AMD,50,54.98,SMAT,12:52:46,0,0,0,0
Sell,AMD,50,54.89,SMAT,12:52:56,-4.5,0,0,0
Buy,AMD,50,55,SMAT,12:54:09,0,0,0,0
Sell,AMD,50,55.09,SMAT,12:54:20,4.5,0,0,0
